Text,User,Counter,Reply
"@Maefah1Burgess Hi There, thanks for reaching out to us. We appreciate the photo and time to bring this to our attention. We've contacted our team to fix this mistake. We hope you have a lovely day!",@Maefah1Burgess:1,1,Uh @woolworths explain to me why Palmolive shampoo is in covid test list https://t.co/MIoctlT9IL
"@MarcasSem0 Hi there, thanks for reaching out, and we appreciate your patience with our reply. 1/5",@MarcasSem0:1,1,
@MarcasSem0 We carefully consider how products are priced with our customers in mind and work hard to ensure that we're providing value to our customers. 2/5,@MarcasSem0:2,2,
@MarcasSem0 We know most customers are looking to buy an exact number of pieces for some of our loose fruit and veggies like apples and bananas. 3/5,@MarcasSem0:3,3,
@MarcasSem0 So we prove a set price per piece to make their shop easier and ensure they know exactly what they'll pay. 4/5,@MarcasSem0:4,4,
@MarcasSem0 We also have a pre-packed version of most of the produce items we sell in-store and online. Thanks. 5/5,@MarcasSem0:5,5,
"@MarloPerry Hi Marlo, thanks for your patience, we apologise for the delay in our response. We've responded to your Direct Message. Thanks.",@MarloPerry:1,1,"@woolworths I love the public display you put on to pretend you want to help before just ghosting… 

I, too, am looking forward to hearing from you soon."
@MarloPerry We apologise for any inconvenience caused and are looking forward to hearing from you soon. Thanks. 3/3,@MarloPerry:2,2,@woolworths Can someone please acknowledge my DM?
"@MarloPerry Can you please send us a Direct Message and let us know your Everyday Rewards card number, order number, your full name and email address, for account verification purposes? 2/3",@MarloPerry:3,3,
"@MarloPerry Hi Marlo, we understand that you placed your order today to qualify for the 4000 bonus Everyday Rewards points but the earliest delivery window is after this promo end date. We can certainly look into this for you. 1/3",@MarloPerry:4,4,
"@Mayella09476043 Hi there, the safety and wellbeing of our customers and team members is our top priority. Could you DM us which store it was so we can look into this further? Looking forward to your response.",@Mayella09476043:1,1,
"@Melbourne_Rich Hi Richard, thanks for reaching out. We'd love to assist further, please can you DM us directly. We look forward to hearing from you soon.",@Melbourne_Rich:1,1,"@woolworths Pretty disgusted to see how many people aren’t checking in or wearing masks at your store in Noosa Village.  Also, I counted 5 staff members not wearing masks.  No one likes masks, but it is a legal requirement now so disappointed you’re not enforcing legal guidelines"
"@Melburnian Hi Meta, the safety and wellbeing of our customers and team members is our top priority. Following the VIC Government’s directive, customers and team members at our stores in VIC are currently expected to wear a face covering.(1/2)",@Melburnian:1,1,
"@Melburnian Due to medical exemptions, outlined by the Department of Health, we know some customers may not be required to wear a mask and we encourage them to consider making use of our Pick Up or Home Delivery options.(2/2)",@Melburnian:2,2,
"@Mickpugh Hi Michael, thanks for reaching out. We're sorry to hear about your experience at our West Ryde store. We'd like to pass this feedback on, would you be able to DM us with the date and time of your visit to the store? We look forward to hearing from you soon, thanks.",@Mickpugh:1,1,@woolworths 2 checkout aisles open at West Ryde store 2 days before Christmas. What a joke
"@MissMCatlady Can you please send us a Direct Message and let us knw your order number, full name and email address, for account verification purposes? We apologise for any inconvenience caused and are looking forward to hearing from you soon. Thanks. 2/2",@MissMCatlady:1,1,
"@MissMCatlady Hi there, thanks for your patience with our reply. We're sorry to hear that your order wasn't delivered and you were on hold for quite some time, trying to reach our team to discuss this. We'd certainly like to assist you with your enquiry. 1/2",@MissMCatlady:2,2,
"@MongeeMong Hi there, thanks for reaching out and we appreciate your feedback. We'd like to assist you further, please can you DM us. Thanks.",@MongeeMong:1,1,@woolworths your butterflied lamb is terrible. So far we have had more visible veins in the meat than any cut we have ever had of anything we have ever had before. Such a terrible cut of meat 🤢 https://t.co/FYhlmbpRp3
"@MoniquePueblos Hi Monique, we're sorry to hear you're having trouble finding our sustainable plastic bags. Could you please DM us the store you visited? Thanks, hope to hear from you soon!",@MoniquePueblos:1,1,"Hey @woolworths, have you gotten rid of your sustainable green 'plastic' produce bags for fruit and veg. Back to old plastic bags or?"
"@MoondriftMusing Hi There, the safety and wellbeing of our customers and team members is our top priority. Following the VIC Government’s directive for indoor and outdoor spaces, our team members and customers at stores in VIC are currently expected to wear a face covering. 1/2",@MoondriftMusing:1,1,
@MoondriftMusing Our teams have received training on the correct way to wear face coverings so this is disappointing to hear. Please let us know the store of visit to help us reach out to our Team. We hope to hear from you soon! 2/2,@MoondriftMusing:2,2,
@MoondriftMusing Thanks for getting back to us and we'll be sure to respond to your DM as soon as possible. We hope you have a great day!,@MoondriftMusing:3,3,
"@MrCannotBeBlank We'd love to look into this for you, however, we do need to grab some details. If you could please send us a DM and let us know the first and last name, email address and order number on your account, that'd be great. Thanks, we look forward to your reply! 2/2",@MrCannotBeBlank:1,1,
"@MrCannotBeBlank Hi there, thanks for getting in touch. We're sorry to hear we've missed some items in your order and apologise for the inconvenience caused. Especially as you've also mentioned the time spent trying to resolve this. 1/2",@MrCannotBeBlank:2,2,
"@MrPercival01 Thanks for replying with that information. To ensure this is passed on and handled appropriately, we need the details mentioned earlier. Could you please send us a DM with those so we can look into this further with the store? We look forward to your reply, thanks.",@MrPercival01:1,1,"@woolworths No DMs. The video is from yesterday morning. I spoke to staff who said it had been going for a week. I then rang Wormald who told me about the call out on Feb 10th, and there’s nothing they can do about it now - get the store to raise another call out."
"@MrPercival01 Hey there, thanks for reaching out. We're sorry to see the fire alarm going off for a week at our Newmarket Plaza store. We'd like to look into this further, could you please send us a DM with the time and date of your visit? We hope to hear from you soon, thanks.",@MrPercival01:2,2,"@woolworths Just contact the store yourselves. They can fill you in. I already rang Wormald, who said 
a) they responded to call out on 10th Feb. So it’s a known issue.
b) they can’t come out on my say-so. I need to get the store to raise another work request

Lazy bureaucracy from all sides"
"@MrPhilQ Hi Phil, thanks for reaching out. Could you please send a DM letting us know if you're referring to the following product https://t.co/cXrNyg8PFx as we'd like to help with this further? We hope to hear from you soon, thanks.",@MrPhilQ:1,1,
@Mummymegan We apologise for any inconvenience caused and are looking forward to hearing from you soon. Thanks. 3/3,@Mummymegan:1,1,@woolworths I can’t obtain a refund for products not received as the order was cancelled by your online team. So ridiculous
