type,description,title,img,score,review_n
electronics," of the best phones I’ve ever had. It’s lightweight and easy to use, user friendly and responsive. The camera is reasonable. Plus really good value. Overall a grea",Apple iPhone 11 Pro (2019),https://cdn.productreview.com.au/resize/listing-picture/d94c572d-217b-4858-8c70-aa9dea796a59?width=96&height=96&v=2,4.4,62
electronics,"have limited reception here on the outskirts of Perth &amp; so purchased a go repeater &amp; antenna.  Once installed we had great internet &amp; could make mobile phone calls from inside the house, whic",Cel-Fi,https://cdn.productreview.com.au/resize/listing-picture/99ffd3de-7e80-35bf-b6a1-2e5d8551ba24?width=96&height=96&v=2,4.1,141
electronics," headset is one the best I’ve have used, It come with 2 earmuffs 1 that’s already attached and one spare. The Microphone is just meh, Not the best thing but it’s there. As a Razer Fanboy I hav",HyperX Cloud II,https://cdn.productreview.com.au/resize/listing-picture/6094f825-9485-393b-948a-53349205d1f9?width=96&height=96&v=2,4.4,58
electronics,"The Beats Solo3 Headphones have up to 40 hours of listening time and a streamlined, foldable design, so you can play music and take calls on the go",Beats Solo3,https://cdn.productreview.com.au/resize/listing-picture/658d7dee-14b9-4306-8926-6bbeeb248408?width=96&height=96&v=2,4.1,147
electronics,"With a range of up to 100m and the ability to produce clear, rich sound, the Sennheiser RS 120 II Headphones let you enjoy your favourite music wherever you are",Sennheiser RS 120 II,https://cdn.productreview.com.au/resize/listing-picture/7663cf07-f0e6-3d17-8345-d08b44220ea0?width=96&height=96&v=2,4.1,97
electronics," the only one headphone I use, no earphones or buds or wireless stuff. Its just the best with fantastic sound and almost as new from purchse now 6 years ago, holding well. Plastic membrane o",Sennheiser Momentum,https://cdn.productreview.com.au/resize/listing-picture/28ffc7ca-afd6-332a-ac4a-43b8f68abb37?width=96&height=96&v=2,4.5,45
electronics,partner got me this headphones that she won from a company event. I needed one for my work since I hold zoom meetings a lot. I'm not knowledgable on brands but Sony delivered on this one. Mi,Sony MDR-ZX110NC,https://cdn.productreview.com.au/resize/listing-picture/977597ce-dd39-4b15-bb31-538a6da69b73?width=96&height=96&v=2,4.0,132
electronics," customer service people are so good they helped me in every way to resolve the problem ,they were excellent and very professional in the they spoke too me once ",Oricom UHF310,https://cdn.productreview.com.au/resize/listing-picture/8651d436-d0e0-40a2-b4e5-0eb49df1ec70?width=96&height=96&v=2,4.6,43
electronics,at prodcut. Ready to roll after a short charge. Connected effortlessly to the internet and enabled me to download virus protection and microsoft office. Has enabled me to do what I need ,ASUS Zenbook Flip UX462DA,https://cdn.productreview.com.au/resize/listing-picture/18a04257-1be8-439e-b21f-3164a5ae26ab?width=96&height=96&v=2,4.4,53
electronics,"Made for travellers, the Sennheiser PCX 550 Wireless Headphones boast exceptional sound quality, noise cancellation, and a lasting battery life, letting you still get peace and quiet while on the move",Sennheiser PXC 550,https://cdn.productreview.com.au/resize/listing-picture/5f0bdec3-3743-3d38-a9c1-54a059b9f7db?width=96&height=96&v=2,4.3,57
electronics,nks for email updates I make sure if is done I do need it that get in touch with that comes real that more things like to g,Apple iPhone 12 Pro (2020),https://cdn.productreview.com.au/resize/listing-picture/efb11c9b-c700-4dec-86b9-0c58187e1cb2?width=96&height=96&v=2,4.6,39
electronics,"ellent quality card. Arguably one of the best available RTX 3080s out there. It's quite a large card, but the 3 fans are very useful as it performs very well thermally. Very quiet too. The d",ASUS TUF Gaming GeForce RTX 3080,https://cdn.productreview.com.au/resize/listing-picture/13cec620-1e17-4832-9ebf-75e2fd47c23c?width=96&height=96&v=2,4.9,28
electronics,"s simple and easy to use, has a great coverage and clear and loud speakers. I definitely recommend these uhf. They don't cost a fortune and works really great. ",Oricom UHF025 Compact,https://cdn.productreview.com.au/resize/listing-picture/7f1ec55e-b214-4d8d-97a9-dadbe4683a6b?width=96&height=96&v=2,4.5,43
electronics,at earphones have lasted me for a year with no issues at all. Would highly recommend it for casual headphone users who listen to music daily. Audio quality is clear and ,Apple EarPods,https://cdn.productreview.com.au/resize/listing-picture/7eedca5a-140b-386f-a542-7041423958c4?width=96&height=96&v=2,4.0,84
electronics,"The latest 'budget' offering from Apple, this revamp of the successful 2016 SE model brings some of the latest tech to the familiar iPhone body of yesteryear",Apple iPhone SE (2020),https://cdn.productreview.com.au/resize/listing-picture/998ed4ab-3d52-4be8-9cc9-e7044ee78cd2?width=96&height=96&v=2,4.4,43
electronics,"at card that comes with good clock speeds and great looks. Not a huge fan of the RGB software, but that seems to be par for the course ",ASUS GeForce RTX 3070,https://cdn.productreview.com.au/resize/listing-picture/a723a00f-a877-4d9b-9500-9cbff9d36cfd?width=96&height=96&v=2,4.9,26
electronics,"purchased the SWITCH for our 5 yr old daughter for Christmas 2021.

It’s important to note that we had the option to purchase the newer model with the OLED screen in the handheld part only.

",Nintendo Switch,https://cdn.productreview.com.au/resize/listing-picture/262cff3b-e876-371e-8565-b8cc97f5caa9?width=96&height=96&v=2,3.9,102
electronics,"The Watchipals Smartwatch for Kids has call and chat functions, GPS tracking, and Class Mode - features that both kids and parents find useful",Watchipals Smartwatch For Kids,https://cdn.productreview.com.au/resize/listing-picture/014f814b-ff22-420e-8c4f-07cf60b15adf?width=96&height=96&v=2,3.9,105
electronics," this monitor from kmart for $499. No it's not a high and ultrawide that's you'd normally spend $1500 on. However what it offers will blow u away. 144 hertz, decent response time, 3440","Xiaomi Mi 34"" Curved Gaming Monitor",https://cdn.productreview.com.au/resize/listing-picture/52f729a1-a6e2-4665-942e-995e5c7f6488?width=96&height=96&v=2,4.9,26
electronics,rything was absolutely perfect for 8 months until the wifi adaptor broke and has been broken ever since. Sent it to the Asus Repair Centre in which they wiped everything as well as replace,ASUS TUF Gaming FA506IU,https://cdn.productreview.com.au/resize/listing-picture/92e8eb55-b1d3-43f5-9378-60aa20cd2ef6?width=96&height=96&v=2,4.7,30
electronics,"With smart technology, the ability to call, and GPS tracking, the Moochies MW12 lets kids contact their parents and lets parents know where their kids are",Moochies MW12,https://cdn.productreview.com.au/resize/listing-picture/69f1e320-c7f5-4c1d-95f9-c99b69b21d3f?width=96&height=96&v=2,4.3,49
electronics,"y happy with the Asus Tuf Gaming Laptop. Had it now for almost 2 weeks.
Plays all the games i need and will be great for Uni. Does not feel flimsy at all. Glad I purchas",ASUS TUF Gaming F15 FX506IH,https://cdn.productreview.com.au/resize/listing-picture/9b97ff65-b172-46c2-8dd5-7470238f0bc3?width=96&height=96&v=2,4.9,25
electronics,"e put in a uhf 182 recently And very disappointed with it, freezes while scanning, go to use it and it changes channel, about to put it in the bin. Feel free to call ",Oricom UHF182,https://cdn.productreview.com.au/resize/listing-picture/631486d8-3296-44b1-979d-7c0b2fe5ac14?width=96&height=96&v=2,4.4,40
electronics,"ging phone numbers into the phone is unnecessarily complicated. I have had about a dozen other mobile phones and this one is by far the most awkward to log contacts.
Apart from that the pho",KISA phone (2015),https://cdn.productreview.com.au/resize/listing-picture/a618cb41-6d26-3983-aa59-2d38df14b4ab?width=96&height=96&v=2,3.9,92
electronics,friend recommend that I purchase this as it's very convenient when I want things done. I particularly enjoy listening to music and it helps me a lot when I need in,Google Home Mini,https://cdn.productreview.com.au/resize/listing-picture/6df5ae6e-3adc-31bb-88dc-f399e5a3d921?width=96&height=96&v=2,3.8,127
electronics,"Getting the motivation to run and ride is a lot easier with watches like the Garmin Forerunner 235; it monitors your health and fitness metrics, tracks your progress towards exercise goals, and lets you compare results with friends and family",Garmin Forerunner 235,https://cdn.productreview.com.au/resize/listing-picture/f6464e6f-85e3-5a73-9c7e-90818168dd6b?width=96&height=96&v=2,4.0,84
electronics,"Gym-goers will appreciate the sweatproof design of the Blueant Pump Zone - the deep, rich sound quality and 12 hour battery life are extra perks that make these wireless headphones even more suited for your next workout",Blueant Pump Zone,https://cdn.productreview.com.au/resize/listing-picture/82c9d6ed-21c0-31da-8b67-d220f63972b9?width=96&height=96&v=2,4.1,56
electronics,"sed these for a year and a half. Treated kindly. No abuse. After 15 months the swivel attachment just shattered. Very disappointed. They were comfortable and sounded great, but I expect b",Audio Technica ATH-M40x,https://cdn.productreview.com.au/resize/listing-picture/61eb6033-51dc-4d37-95af-08073739b1fe?width=96&height=96&v=2,4.6,31
electronics,The TP-Link Archer VR600 and VR600V modem routers are reliable units that give you speedy connection and come packed with features - they're made to get the job done and more,TP-Link AC1600 Archer VR600 / VR600v,https://cdn.productreview.com.au/resize/listing-picture/7803aaed-e2d8-4273-8e13-699ed4c5c624?width=96&height=96&v=2,4.0,67
electronics,"e bass response , better then top Sony on sound , like listening to EDM nice &amp; clear .  Much fuller then Sony’s.  Quite comfortable to wear and suited to wear in cooler conditi",Poly BackBeat Pro 2,https://cdn.productreview.com.au/resize/listing-picture/4172d07e-39aa-316e-b812-1dc194c905d3?width=96&height=96&v=2,4.3,41
electronics,"s is amazing service!!
  
•	Firstly thanks for being so efficient and getting back to me so quickly.
•	Secondly the savings from my current plan is also amazing. I had an independent electrici",Emberpulse,https://cdn.productreview.com.au/resize/listing-picture/da928137-61e7-41d7-9548-85dba8bac6ca?width=96&height=96&v=2,4.4,38
electronics,"With a good amount of bass and a full, non-tinny sound suitable for listening to all genres of music, the Logitech UE BOOM 2 can be used for anything from easy home listening to rugged outdoor adventures and parties",Logitech UE BOOM 2,https://cdn.productreview.com.au/resize/listing-picture/f2b9fcd0-87d0-472f-b31e-9c517317dbb8?width=96&height=96&v=2,4.1,56
electronics,urchased a game from playstation store. I thought it is a new edition of it (uncharted) but after i downloaded it i find it is the same edition but under different name. I contacted cus,Sony PlayStation 4,https://cdn.productreview.com.au/resize/listing-picture/502795dc-7e25-3299-a12e-f89867f717d6?width=96&height=96&v=2,3.7,148
electronics,s charger is rubbish in so many ways. I tried it on three different iPhones and an iPad and only one briefly charged. It also emits a  strange odor while ,Power Pod,https://cdn.productreview.com.au/resize/listing-picture/f9589194-09e8-49fe-9018-0fa5cf04b37f?width=96&height=96&v=2,3.8,102
electronics,"er some research, I bought an ASUS UX433FAC laptop with an i7 CPU and 16GB of RAM. The laptop is light and fast, exactly what I was after. I love that it didn't come with any bloatware like ",ASUS ZenBook 14 UX433FAC,https://cdn.productreview.com.au/resize/listing-picture/c603a57c-632a-418d-a3f4-6de2ecbb42d2?width=96&height=96&v=2,4.7,27
electronics,"If you’re a hardcore mobile gamer, the $1,699 ASUS ROG Phone 3 is packed with features that make playing on your phone a smoother and more immersive, exciting experience.",ASUS ROG Phone 3 (2020),https://cdn.productreview.com.au/resize/listing-picture/8991ebfb-ee88-49a7-93ab-d0af9c57eadf?width=96&height=96&v=2,4.8,25
electronics,"t is meant by with the word READ  that is displayed next to the books in the library ? Is it ""read"" as in past tense.....or ""read"" as in to read/ future tense. Generally I remove downloads",Amazon Kindle Paperwhite,https://cdn.productreview.com.au/resize/listing-picture/a792b331-6eac-3e77-b467-5a74c08ddb7a?width=96&height=96&v=2,3.9,82
electronics, built in camera eliminates the need for a separate SLR. You have it always with you and don't have set it up. Ready to go as quick as a ,Apple iPhone 12 Pro Max (2020),https://cdn.productreview.com.au/resize/listing-picture/4e3f83cf-271d-4eb9-a130-d9bc3b6b005f?width=96&height=96&v=2,4.4,33
electronics,"se these headphones to mix my tracks and play back various instruments and sound sources, occasionally i listen to internet radio on them or my Flac and Mp4/ALAC collection, als",Sennheiser HD 280 PRO,https://cdn.productreview.com.au/resize/listing-picture/8ac94e5b-37ab-3041-8e1c-7b3aae0e6fc5?width=96&height=96&v=2,4.5,31
